fname,label,manually_verified,fold
332d14da.wav,Saxophone,1,0
3335007d.wav,Microwave_oven,0,0
3353c983.wav,Oboe,0,1
335ef9e4.wav,Laughter,1,0
33630c6c.wav,Snare_drum,1,1
336a39a7.wav,Flute,1,0
336acd6b.wav,Snare_drum,0,0
336c4c47.wav,Harmonica,1,0
337d994c.wav,Scissors,1,1
33932af4.wav,Writing,0,0
3397dcf9.wav,Drawer_open_or_close,0,0
339a95ff.wav,Shatter,0,1
339b8f81.wav,Squeak,0,0
33a40fbe.wav,Meow,1,0
33ae49c1.wav,Double_bass,0,0
33b21489.wav,Chime,1,1
33b2e95e.wav,Squeak,0,0
33b69f9a.wav,Gong,0,0
33c062e8.wav,Bass_drum,0,0
33cdfcbc.wav,Bass_drum,1,0
33d1cc84.wav,Tearing,0,0
33d24d85.wav,Snare_drum,0,1
33d54957.wav,Shatter,0,1
33d7ebe0.wav,Clarinet,0,1
33dd544d.wav,Microwave_oven,1,0
33e7c0e9.wav,Gunshot_or_gunfire,1,1
33f31906.wav,Oboe,0,1
33f5b8da.wav,Bus,0,0
33f7555a.wav,Clarinet,1,0
33f89f08.wav,Chime,0,1
34036784.wav,Violin_or_fiddle,1,1
34042ed2.wav,Oboe,0,1
340c2dc4.wav,Fireworks,0,0
34224506.wav,Microwave_oven,0,0
34262b83.wav,Acoustic_guitar,0,1
342e412b.wav,Harmonica,0,1
34337cf1.wav,Snare_drum,0,1
34427fee.wav,Bus,1,1
3444f2be.wav,Saxophone,1,0
3457a86f.wav,Knock,0,1
3464ede4.wav,Knock,0,1
34672f76.wav,Bass_drum,0,1
346deed5.wav,Writing,0,1
34747922.wav,Acoustic_guitar,1,0
34783839.wav,Flute,0,1
34816bee.wav,Fireworks,0,0
348440ac.wav,Fireworks,0,0
3486d1db.wav,Shatter,0,1
34881c5f.wav,Gong,0,0
349ff282.wav,Computer_keyboard,1,0
34a1086e.wav,Tambourine,0,1
34a90030.wav,Hi-hat,1,1
34b2a4f7.wav,Snare_drum,0,1
34b432be.wav,Harmonica,0,0
34bb94e8.wav,Fart,0,1
34c01286.wav,Saxophone,1,0
34c5db34.wav,Gong,0,0
34d0a285.wav,Acoustic_guitar,0,1
34d3e8bc.wav,Applause,0,0
34dacafb.wav,Cello,1,1
34dd9426.wav,Electric_piano,0,1
34e04b95.wav,Double_bass,0,1
34e4d187.wav,Cello,1,1
34f10443.wav,Tearing,0,0
35039ae1.wav,Acoustic_guitar,1,0
3505e582.wav,Clarinet,0,0
3518605b.wav,Clarinet,1,0
351d0b53.wav,Scissors,1,1
35270d67.wav,Applause,0,0
35271da5.wav,Microwave_oven,0,0
352875e7.wav,Knock,0,1
353b359f.wav,Electric_piano,0,1
354bd271.wav,Tearing,0,0
354c7009.wav,Bass_drum,1,0
354cabb9.wav,Computer_keyboard,1,0
35571af7.wav,Burping_or_eructation,0,1
3564bae2.wav,Double_bass,0,0
35669b76.wav,Applause,1,0
356f6f26.wav,Fart,1,1
35717b0f.wav,Bark,0,0
35721b6a.wav,Telephone,1,0
357a5b9a.wav,Bark,1,1
357f7e95.wav,Telephone,1,0
358139e5.wav,Keys_jangling,0,1
35839982.wav,Bus,1,1
35844050.wav,Knock,0,1
3586bc2d.wav,Violin_or_fiddle,1,1
3592e056.wav,Violin_or_fiddle,1,1
35950597.wav,Scissors,0,0
35a38d01.wav,Bark,1,1
35accc11.wav,Gunshot_or_gunfire,1,1
35ad5cd8.wav,Snare_drum,0,1
35bd35da.wav,Trumpet,0,1
35d75ab7.wav,Acoustic_guitar,0,0
35d7ac24.wav,Microwave_oven,1,1
35e0b4ea.wav,Fart,0,1
35e97db3.wav,Flute,1,0
35f05c5d.wav,Harmonica,0,1
35f0e452.wav,Saxophone,1,0
35f2639c.wav,Tearing,0,0
35f589b8.wav,Glockenspiel,1,0
35f6b357.wav,Drawer_open_or_close,0,0
35fb9b2e.wav,Squeak,1,1
35fd6638.wav,Chime,1,1
3600d08e.wav,Glockenspiel,1,1
360174e1.wav,Telephone,1,0
3601d225.wav,Gong,0,0
361230e1.wav,Bus,0,0
36177faa.wav,Bass_drum,0,0
3618cb03.wav,Acoustic_guitar,0,0
3623e99e.wav,Trumpet,0,1
3626eabd.wav,Scissors,1,1
36315bea.wav,Fireworks,1,1
36342286.wav,Microwave_oven,0,0
363c41b3.wav,Bass_drum,0,0
3640c702.wav,Trumpet,0,1
3649d60c.wav,Clarinet,0,1
3650faee.wav,Laughter,1,0
36514399.wav,Trumpet,1,1
365bee4a.wav,Chime,0,1
365d9809.wav,Scissors,0,1
3662e614.wav,Saxophone,1,0
366664bb.wav,Tambourine,1,1
36698953.wav,Writing,0,0
366a5492.wav,Fireworks,0,0
3679b950.wav,Snare_drum,0,1
367ad7b1.wav,Acoustic_guitar,1,0
367e990f.wav,Bark,0,1
368137a8.wav,Bass_drum,1,0
368b7628.wav,Snare_drum,0,1
368d4b71.wav,Snare_drum,1,1
368de55c.wav,Trumpet,1,1
369164fe.wav,Hi-hat,1,1
369293a9.wav,Keys_jangling,1,1
36967fb1.wav,Fireworks,0,1
36af0778.wav,Finger_snapping,1,0
36b2afa9.wav,Knock,1,1
36b3f8ec.wav,Squeak,1,1
36b9767a.wav,Cello,0,1
36ba581c.wav,Burping_or_eructation,1,1
36bdf504.wav,Acoustic_guitar,0,1
36c81c76.wav,Cowbell,1,0
36ccf0c8.wav,Laughter,1,0
36d06cc0.wav,Snare_drum,1,1
36d20ab5.wav,Saxophone,1,0
36d2468c.wav,Burping_or_eructation,0,1
36defe49.wav,Clarinet,1,0
36e38450.wav,Bass_drum,0,0
36f0d419.wav,Tambourine,0,1
36f96922.wav,Bass_drum,0,1
37028a56.wav,Bus,1,1
3707da71.wav,Flute,1,0
37123461.wav,Telephone,1,1
372340eb.wav,Squeak,0,0
37319862.wav,Cello,0,1
3731f5d2.wav,Cowbell,0,1
37349835.wav,Writing,1,1
373763dc.wav,Drawer_open_or_close,0,1
373a3df7.wav,Fart,0,1
373f60bf.wav,Double_bass,0,1
374f172c.wav,Tambourine,0,1
375bfb8e.wav,Meow,1,0
3769aa70.wav,Tearing,1,0
376dab91.wav,Snare_drum,0,1
3788e6ce.wav,Cowbell,0,1
37944d45.wav,Bus,0,0
3798cb82.wav,Cough,0,0
37ab0462.wav,Hi-hat,0,0
37ac629d.wav,Cowbell,0,1
37b2166d.wav,Harmonica,1,0
37bffa64.wav,Gunshot_or_gunfire,1,1
37c85fee.wav,Laughter,0,0
37cebbd4.wav,Saxophone,1,0
37d0eec4.wav,Cello,0,0
37d0eed3.wav,Microwave_oven,1,1
37d26e27.wav,Saxophone,1,0
37d5d788.wav,Meow,0,0
37ddee5e.wav,Gunshot_or_gunfire,0,1
37e13c23.wav,Bass_drum,0,0
37e5557d.wav,Harmonica,1,1
37eb63b4.wav,Flute,0,1
37f5403f.wav,Cowbell,0,1
37fb0c92.wav,Tearing,0,0
380048b8.wav,Shatter,0,1
38042954.wav,Clarinet,0,0
38045adb.wav,Writing,0,0
3804ed01.wav,Telephone,0,1
380ca85c.wav,Harmonica,1,1
3811852f.wav,Bark,0,1
3814ab19.wav,Laughter,0,0
381c8f4f.wav,Cello,0,1
38216fad.wav,Acoustic_guitar,1,0
3824a5f6.wav,Drawer_open_or_close,1,1
38311105.wav,Keys_jangling,0,0
3835cfbd.wav,Squeak,1,1
383d6533.wav,Violin_or_fiddle,1,1
383de66f.wav,Squeak,0,0
38460d69.wav,Laughter,0,0
3846f2fa.wav,Double_bass,0,0
384712f0.wav,Tambourine,1,1
384e198d.wav,Cough,1,0
384f43cf.wav,Telephone,1,1
385c2814.wav,Double_bass,0,0
385e9493.wav,Double_bass,0,0
386b8fc7.wav,Bus,0,1
3874b7b5.wav,Scissors,1,1
388093aa.wav,Bark,0,1
388205af.wav,Burping_or_eructation,1,1
3882165a.wav,Squeak,0,1
38852ae1.wav,Applause,0,0
38883816.wav,Fireworks,0,0
388d1301.wav,Burping_or_eructation,0,1
389ef6d7.wav,Chime,1,1
38b1ac4e.wav,Telephone,1,1
38bc302a.wav,Microwave_oven,0,0
38cb633d.wav,Cowbell,0,1
38cee215.wav,Gong,1,1
38d2e014.wav,Fart,0,1
38d30516.wav,Applause,0,0
38e16501.wav,Snare_drum,0,1
38e1a81c.wav,Laughter,1,1
38ec4038.wav,Tearing,0,1
38ee5f4c.wav,Fart,0,1
38f3f2c6.wav,Cello,0,1
38f5a8df.wav,Finger_snapping,0,1
38f63d36.wav,Flute,0,1
38fddec0.wav,Shatter,0,1
39000328.wav,Violin_or_fiddle,1,1
390292b8.wav,Oboe,1,1
390de47b.wav,Bass_drum,0,0
39193622.wav,Tearing,0,0
391dea43.wav,Bark,1,1
391fbd84.wav,Burping_or_eructation,1,1
392882a3.wav,Meow,0,0
392c6f03.wav,Bass_drum,0,1
393042b9.wav,Electric_piano,1,1
39309bc9.wav,Snare_drum,0,1
39337626.wav,Telephone,1,1
3934519b.wav,Trumpet,1,1
3953b6e1.wav,Cello,0,1
39618d1a.wav,Clarinet,0,1
3966c159.wav,Fart,1,1
396a1d62.wav,Saxophone,1,0
3977c290.wav,Gunshot_or_gunfire,1,1
39788c4e.wav,Keys_jangling,0,1
397be836.wav,Telephone,1,1
399018c7.wav,Cowbell,1,1
3994f7ef.wav,Laughter,0,1
39977cdf.wav,Clarinet,1,0
39a63f30.wav,Violin_or_fiddle,1,1
39b0f258.wav,Cowbell,0,1
39ba3461.wav,Oboe,1,1
39cebcd7.wav,Bass_drum,0,0
39d69471.wav,Knock,0,1
39daded1.wav,Bark,0,1
39e89705.wav,Cowbell,1,1
39ec9cc6.wav,Applause,0,0
39eee2a5.wav,Cough,0,0
39efc992.wav,Harmonica,0,1
39f70db0.wav,Drawer_open_or_close,0,1
39f86ded.wav,Cello,1,1
39fca828.wav,Cello,0,0
39ff9b6b.wav,Hi-hat,1,1
3a0471fd.wav,Acoustic_guitar,1,0
3a0e1a71.wav,Keys_jangling,0,1
3a134223.wav,Scissors,1,1
3a151637.wav,Clarinet,0,1
3a151889.wav,Double_bass,1,0
3a1b2a66.wav,Oboe,1,1
3a2e4d2e.wav,Tearing,0,0
3a3d0279.wav,Hi-hat,1,1
3a3df080.wav,Fart,1,1
3a40f0c7.wav,Keys_jangling,1,1
3a42efbc.wav,Oboe,0,1
3a460182.wav,Double_bass,0,0
3a48280f.wav,Applause,0,0
3a49f221.wav,Snare_drum,0,1
3a4abb1d.wav,Bark,0,1
3a55b826.wav,Writing,0,1
3a58a282.wav,Oboe,0,1
3a6d46a7.wav,Cello,0,0
3a77d7c4.wav,Saxophone,1,1
3a7f4b9f.wav,Bark,0,1
3a80061f.wav,Saxophone,1,1
3a81bb6d.wav,Finger_snapping,1,0
3a89d0e3.wav,Computer_keyboard,0,0
3a9085ca.wav,Bass_drum,1,0
3a90abf3.wav,Applause,0,0
3a9f7224.wav,Laughter,0,1
3aadc6c2.wav,Bus,0,1
3aafb6ad.wav,Hi-hat,1,1
3ab854dd.wav,Trumpet,0,1
3abbfbc2.wav,Glockenspiel,1,1
3abd9b8d.wav,Finger_snapping,1,1
3abe8ab2.wav,Applause,0,0
3ac0c9ea.wav,Electric_piano,1,1
3ac0e2ca.wav,Chime,1,1
3ac277ba.wav,Snare_drum,0,1
3ac4653e.wav,Hi-hat,0,1
3acce964.wav,Gong,0,1
3ad40d01.wav,Hi-hat,0,1
3ae08499.wav,Chime,1,1
3ae76b24.wav,Double_bass,1,0
3aeb3ecc.wav,Keys_jangling,1,1
3af3565c.wav,Acoustic_guitar,0,0
3b02b296.wav,Trumpet,0,1
3b04a2b1.wav,Bark,1,1
3b060741.wav,Squeak,0,1
3b0b9d26.wav,Clarinet,0,0
3b0d3e23.wav,Cello,0,1
3b0ed2e4.wav,Bus,0,1
3b1d5657.wav,Fireworks,0,0
3b3fbb8b.wav,Clarinet,0,0
3b44e22f.wav,Chime,1,1
3b466a76.wav,Shatter,1,1
3b50856f.wav,Gong,1,1
3b56254e.wav,Burping_or_eructation,1,1
3b577ca2.wav,Snare_drum,0,1
3b60c423.wav,Clarinet,1,0
3b6b430a.wav,Saxophone,1,1
3b72ed77.wav,Computer_keyboard,0,0
3b79f91e.wav,Computer_keyboard,1,1
3b802d90.wav,Cough,0,0
3b842547.wav,Clarinet,0,0
3b9d580c.wav,Trumpet,0,1
3b9fd9e4.wav,Drawer_open_or_close,0,1
3ba2f20d.wav,Applause,1,0
3bb61de8.wav,Laughter,0,1
3bbe245d.wav,Double_bass,1,0
3bc32fc8.wav,Drawer_open_or_close,0,1
3bc4f95e.wav,Trumpet,0,1
3bc50b52.wav,Scissors,0,0
3bcb442a.wav,Gong,0,1
3bd02251.wav,Microwave_oven,1,1
3bd11bdc.wav,Squeak,1,1
3bd38b39.wav,Gong,0,1
3bd52441.wav,Flute,0,0
3bd7b59c.wav,Fart,0,1
3be44863.wav,Fart,0,1
3beb7086.wav,Tearing,0,0
3bf2a899.wav,Flute,0,1
3bfb1c63.wav,Double_bass,0,0
3bff13fc.wav,Tambourine,0,1
3c002b9b.wav,Tearing,0,1
3c04c85f.wav,Oboe,1,1
3c09352b.wav,Microwave_oven,0,0
3c200451.wav,Fart,0,1
3c204254.wav,Trumpet,0,1
3c210ce3.wav,Bus,1,1
3c239857.wav,Laughter,0,1
3c24b853.wav,Clarinet,1,1
3c32e5d3.wav,Laughter,0,1
3c362989.wav,Fart,0,1
3c45277d.wav,Gunshot_or_gunfire,1,1
3c45ae64.wav,Fart,0,1
3c462bc9.wav,Hi-hat,0,1
3c4631c7.wav,Oboe,0,1
3c4762d7.wav,Tearing,0,0
3c4b21ac.wav,Trumpet,1,1
3c55ce83.wav,Drawer_open_or_close,0,1
3c5bfea2.wav,Acoustic_guitar,0,1
3c66098d.wav,Clarinet,1,1
3c6610b0.wav,Burping_or_eructation,0,1
3c68cd4b.wav,Gong,0,1
3c694bfc.wav,Snare_drum,0,1
3c713bcf.wav,Clarinet,1,1
3c71a915.wav,Chime,1,1
3c731886.wav,Keys_jangling,0,1
3c82d509.wav,Double_bass,0,0
3c8323d0.wav,Clarinet,1,1
3c87c17a.wav,Snare_drum,1,1
3c893bd5.wav,Squeak,0,1
3c8dc12d.wav,Clarinet,0,1
3c966bb8.wav,Cello,1,1
3c99d0bd.wav,Harmonica,1,1
3c9aa9e8.wav,Applause,0,0
3c9abefe.wav,Double_bass,1,0
3c9b706e.wav,Saxophone,1,1
3c9cc3d1.wav,Saxophone,1,1
3ca0ecf2.wav,Tambourine,1,1
3ca538bf.wav,Hi-hat,0,1
3ca7fb97.wav,Snare_drum,0,1
3cb083af.wav,Squeak,0,1
3cb73c84.wav,Trumpet,0,1
3cbe9902.wav,Clarinet,1,1
3cc6911c.wav,Bass_drum,0,0
3cd1b8b6.wav,Harmonica,0,1
3cd67000.wav,Finger_snapping,1,1
3ce200df.wav,Writing,0,1
3d0b0e35.wav,Bus,1,1
3d2641e5.wav,Tambourine,0,1
3d2cbf1e.wav,Fart,0,1
3d2fd74b.wav,Hi-hat,0,1
3d314961.wav,Fart,0,1
3d3159e3.wav,Laughter,1,1
3d3439f1.wav,Hi-hat,1,1
3d3b9761.wav,Flute,0,0
3d3f2beb.wav,Trumpet,1,1
3d49cad3.wav,Shatter,0,1
3d4fcc98.wav,Bark,1,1
3d51eb7a.wav,Knock,1,1
3d576e50.wav,Oboe,1,1
3d5b75bf.wav,Telephone,1,1
3d61daec.wav,Trumpet,0,1
3d6534dd.wav,Tambourine,1,1
3d678687.wav,Computer_keyboard,0,1
3d7507e9.wav,Scissors,0,0
3d795d2a.wav,Cough,0,0
3d88d530.wav,Electric_piano,1,1
3d94c79e.wav,Flute,0,1
3d9a58e7.wav,Telephone,0,0
3d9e95c0.wav,Oboe,0,1
3db64708.wav,Telephone,1,1
3dbb6542.wav,Double_bass,0,0
3dbd3ff7.wav,Harmonica,0,1
3dc1faa7.wav,Computer_keyboard,1,1
3dc2885b.wav,Bass_drum,1,0
3dc30df9.wav,Cello,1,1
3dc717ea.wav,Acoustic_guitar,0,1
3ddb3511.wav,Fart,1,1
3de081b1.wav,Violin_or_fiddle,0,1
3de13acc.wav,Telephone,1,1
3de364aa.wav,Trumpet,0,1
3dee39ff.wav,Cough,0,0
3def93b9.wav,Chime,1,1
3df53f0c.wav,Bass_drum,0,1
3e205ca5.wav,Shatter,0,1
3e20cc09.wav,Telephone,1,1
3e23db4c.wav,Tearing,0,0
3e246c06.wav,Bus,0,1
3e2bddda.wav,Cello,1,1
3e326ff4.wav,Fart,0,1
3e33282d.wav,Acoustic_guitar,0,1
3e351b36.wav,Tearing,0,0
3e409f47.wav,Scissors,0,1
3e410f2b.wav,Squeak,0,1
3e4c9e54.wav,Bass_drum,0,1
3e4ea67e.wav,Burping_or_eructation,0,1
3e52cc7a.wav,Writing,0,1
3e5a6eea.wav,Laughter,0,1
3e69ba3a.wav,Snare_drum,0,1
3e6e8db6.wav,Trumpet,1,1
3e70496c.wav,Bass_drum,0,1
3e782d24.wav,Squeak,0,0
3e7b6f14.wav,Tambourine,0,1
3e7bb5fe.wav,Laughter,1,1
3e7c0c48.wav,Tearing,0,0
3e8687d9.wav,Tearing,0,0
3e93dd4c.wav,Fireworks,1,1
3ead1c2e.wav,Knock,1,1
3eaddda8.wav,Flute,1,0
3ec68757.wav,Cello,0,1
3ecef0f4.wav,Applause,0,0
3ed07532.wav,Telephone,0,1
3ed699d0.wav,Trumpet,0,0
3edc4278.wav,Violin_or_fiddle,1,1
3ee056f2.wav,Cough,0,0
3ee25773.wav,Electric_piano,0,1
3eed2e68.wav,Laughter,1,1
3ef05695.wav,Violin_or_fiddle,1,1
3ef1e964.wav,Gunshot_or_gunfire,1,1
3f0c2a46.wav,Tambourine,1,1
3f0c40c0.wav,Writing,0,1
3f13875c.wav,Applause,0,1
3f1e7231.wav,Gunshot_or_gunfire,1,1
3f272bc9.wav,Bark,1,1
3f2933f9.wav,Violin_or_fiddle,1,1
3f309887.wav,Saxophone,1,1
3f395899.wav,Finger_snapping,0,1
3f3b55e7.wav,Applause,0,0
3f3f7481.wav,Bark,0,1
3f4e1fb2.wav,Fireworks,0,0
3f52541c.wav,Cough,0,0
3f54f3c3.wav,Burping_or_eructation,1,1
3f5625b1.wav,Drawer_open_or_close,0,1
3f5bfd26.wav,Applause,1,0
3f6978e0.wav,Burping_or_eructation,0,1
3f6d2c76.wav,Gong,0,1
3f6dbc86.wav,Laughter,0,1
3f78b9c5.wav,Knock,1,1
3f7b7686.wav,Snare_drum,1,1
3f7e6da8.wav,Clarinet,1,1
3f801ad6.wav,Shatter,0,1
3f8d2bee.wav,Flute,1,0
3f97d1ca.wav,Telephone,1,1
3f9adde5.wav,Bark,0,1
3f9e54b9.wav,Hi-hat,0,1
3f9eaa47.wav,Bass_drum,0,1
3fac24bb.wav,Oboe,0,1
3fb27eb8.wav,Applause,1,0
3fbc44fd.wav,Knock,1,1
3fbc907f.wav,Meow,0,0
3fc5aa0c.wav,Double_bass,0,0
3fd6adb9.wav,Fireworks,0,0
3fd93883.wav,Cello,0,1
3fd99189.wav,Shatter,0,1
3fe0597b.wav,Electric_piano,0,0
3ff0d94e.wav,Acoustic_guitar,0,1
40115a34.wav,Fireworks,0,1
4016e50e.wav,Oboe,1,1
4018374b.wav,Harmonica,1,1
4024dab4.wav,Cowbell,1,1
4037c4b7.wav,Bus,1,1
4038f93c.wav,Squeak,0,1
403aa626.wav,Cowbell,1,1
403e04cb.wav,Squeak,0,1
403ff069.wav,Cowbell,1,1
40469aab.wav,Writing,0,1
404c1e72.wav,Acoustic_guitar,1,1
405b00ef.wav,Fart,1,1
405b6af2.wav,Bark,0,1
4064c354.wav,Tearing,0,1
40733d4e.wav,Meow,0,0
40772f25.wav,Hi-hat,0,1
407b82f8.wav,Scissors,1,1
408034b9.wav,Microwave_oven,0,0
40a40896.wav,Saxophone,1,1
40a5bbad.wav,Saxophone,1,1
40a93104.wav,Laughter,0,1
40abcc5e.wav,Trumpet,1,1
40b4d48a.wav,Microwave_oven,0,0
40ba86f3.wav,Bark,0,1
40c2cec1.wav,Cello,1,1
40c62081.wav,Meow,0,1
40d61e46.wav,Squeak,0,1
40df75ef.wav,Acoustic_guitar,0,1
40f0e853.wav,Shatter,0,1
40f51bc3.wav,Microwave_oven,0,1
410413ce.wav,Harmonica,1,1
41079275.wav,Tambourine,0,1
4109784c.wav,Finger_snapping,0,1
410b8cc3.wav,Bark,0,1
41108e2f.wav,Cowbell,1,1
4117c1f9.wav,Fart,0,1
41264c8a.wav,Bark,0,1
412b75e6.wav,Scissors,0,1
4136ba6a.wav,Fireworks,0,1
413d90c2.wav,Harmonica,0,1
41529de9.wav,Writing,1,1
41568443.wav,Gong,0,1
41588cd6.wav,Acoustic_guitar,1,1
4161f2a2.wav,Finger_snapping,1,1
41713d1d.wav,Oboe,0,1
417badf9.wav,Writing,0,1
41845450.wav,Trumpet,0,1
41847933.wav,Cowbell,0,1
41897c32.wav,Hi-hat,1,1
418cb760.wav,Acoustic_guitar,0,1
418db99e.wav,Bus,1,1
41933d4e.wav,Laughter,1,1
41978926.wav,Glockenspiel,1,1
419ea7d6.wav,Bus,1,1
41a0e93b.wav,Telephone,1,1
41a68fc0.wav,Writing,1,1
41c1f5f8.wav,Oboe,0,1
41c4751e.wav,Oboe,0,1
41d9c342.wav,Cello,1,1
41dcab5d.wav,Burping_or_eructation,1,1
41eadcab.wav,Fireworks,0,1
41f09672.wav,Squeak,0,1
420b6ee8.wav,Double_bass,1,0
420d9b56.wav,Acoustic_guitar,0,1
420ecbc6.wav,Keys_jangling,0,1
4217d933.wav,Bark,1,1
421865a6.wav,Tearing,0,1
421dcfe3.wav,Squeak,0,1
42213136.wav,Telephone,1,1
4223237e.wav,Burping_or_eructation,0,1
42301f90.wav,Fireworks,0,1
423210f5.wav,Saxophone,1,1
42331d5b.wav,Cough,0,1
4239e428.wav,Chime,1,1
424502d1.wav,Electric_piano,0,1
4245ef44.wav,Hi-hat,0,1
42470db4.wav,Hi-hat,1,1
42498815.wav,Squeak,0,1
4249de71.wav,Laughter,0,1
424ef292.wav,Telephone,0,1
42545036.wav,Squeak,0,1
4259555b.wav,Gong,0,1
426c2736.wav,Microwave_oven,0,1
4278112e.wav,Applause,0,1
4286d72e.wav,Cowbell,0,1
428788f4.wav,Gong,0,1
428972be.wav,Gunshot_or_gunfire,1,1
428d8096.wav,Tambourine,1,1
428ed21a.wav,Squeak,1,1
429159f6.wav,Oboe,0,2
42a59a10.wav,Writing,0,1
42a718ea.wav,Knock,0,1
42a977da.wav,Fart,1,1
42ad8a52.wav,Snare_drum,0,1
42b0e12c.wav,Knock,1,1
42c2f288.wav,Flute,0,1
42cb4b7d.wav,Chime,0,1
42cea3c1.wav,Laughter,0,1
42e248e4.wav,Cello,0,1
42e5efeb.wav,Tearing,0,1
42ef28b8.wav,Gunshot_or_gunfire,0,1
42faaa9e.wav,Fireworks,0,1
4305d21f.wav,Applause,0,1
430902a2.wav,Cough,0,1
4309a65b.wav,Fart,1,1
430cb829.wav,Bark,0,1
4310d9eb.wav,Telephone,1,1
431285df.wav,Tearing,1,1
431a2c13.wav,Cowbell,1,1
432d8a59.wav,Microwave_oven,1,1
43373be3.wav,Electric_piano,0,0
433c3a13.wav,Harmonica,0,1
433d641a.wav,Fart,0,1
43433aad.wav,Flute,1,0
4345851e.wav,Saxophone,1,1
435160bb.wav,Hi-hat,0,1
43523546.wav,Bark,1,1
435ea687.wav,Tambourine,1,1
4363c142.wav,Gunshot_or_gunfire,1,1
43671f8b.wav,Laughter,0,1
436afb11.wav,Hi-hat,0,1
436dea8c.wav,Squeak,0,1
436ec5c3.wav,Fireworks,0,1
43780215.wav,Clarinet,0,1
437ccea5.wav,Bass_drum,0,1
438b6454.wav,Computer_keyboard,1,1
4397bc6f.wav,Fireworks,0,1
43a1236c.wav,Bus,1,1
43a84fec.wav,Applause,0,1
43a920c9.wav,Acoustic_guitar,0,1
43abca14.wav,Tearing,0,1
43b3610a.wav,Squeak,0,1
43b3a112.wav,Burping_or_eructation,1,1
43c12681.wav,Tearing,0,1
43c5b733.wav,Double_bass,0,1
43d0fe93.wav,Bark,0,1
43e872b1.wav,Computer_keyboard,1,1
43f36cbf.wav,Shatter,1,1
43f58abe.wav,Gong,0,1
43fc0633.wav,Saxophone,1,1
43fd7a48.wav,Applause,1,1
43ff8df2.wav,Oboe,0,1
440f3953.wav,Bus,0,0
4412da08.wav,Tearing,0,1
4419dc7d.wav,Cowbell,1,1
441a4e7d.wav,Cough,0,1
441dc645.wav,Gunshot_or_gunfire,1,1
4421fddd.wav,Trumpet,0,1
442490bc.wav,Meow,0,1
4428ce4f.wav,Violin_or_fiddle,1,1
4430e0ee.wav,Cowbell,0,1
44412fd2.wav,Fart,0,1
44430b53.wav,Fireworks,1,1
444f9db5.wav,Double_bass,1,1
445b88ad.wav,Bark,0,1
44645349.wav,Bass_drum,0,1
448d0cb1.wav,Telephone,1,1
44911b70.wav,Meow,0,0
44922514.wav,Fart,0,1
44ae3104.wav,Flute,1,1
44ae8221.wav,Writing,0,1
44b0d72a.wav,Telephone,1,1
44b3dad2.wav,Applause,0,1
44c5094c.wav,Clarinet,1,1
44cde481.wav,Trumpet,0,1
44d161b1.wav,Gong,0,1
44d68d6e.wav,Violin_or_fiddle,1,1
44dafff6.wav,Microwave_oven,1,1
44e26366.wav,Cowbell,0,1
44ec7beb.wav,Knock,0,1
44ecc876.wav,Fireworks,0,1
44efa03d.wav,Computer_keyboard,1,1
44f2161a.wav,Electric_piano,0,1
44f9acf9.wav,Squeak,0,1
44fb3eeb.wav,Acoustic_guitar,1,1
450762c4.wav,Tambourine,0,1
4509d8c8.wav,Meow,1,0
450b7adb.wav,Fireworks,1,1
450cd355.wav,Writing,0,1
45175cc0.wav,Acoustic_guitar,0,1
4517a4af.wav,Laughter,0,1
45243c3d.wav,Clarinet,1,1
45250e90.wav,Acoustic_guitar,0,1
4526e386.wav,Laughter,0,1
452a9812.wav,Snare_drum,0,1
4541aa66.wav,Electric_piano,1,1
45449f84.wav,Fireworks,0,1
4546e002.wav,Acoustic_guitar,0,1
4549ffaf.wav,Gong,0,1
4551f231.wav,Squeak,0,1
455377bf.wav,Telephone,1,1
45539540.wav,Computer_keyboard,0,1
45539bb8.wav,Keys_jangling,0,1
455aee34.wav,Writing,0,1
45665f2e.wav,Hi-hat,0,1
456cc727.wav,Harmonica,1,1
458b1992.wav,Cello,1,1
458ea6cc.wav,Scissors,1,1
4590ba37.wav,Applause,0,1
45910ae0.wav,Microwave_oven,0,1
45a8823e.wav,Keys_jangling,0,1
45a8d396.wav,Trumpet,0,1
45b9bc91.wav,Knock,1,1
45bf81f1.wav,Drawer_open_or_close,1,1
45c077da.wav,Double_bass,0,1
45ce1b24.wav,Hi-hat,0,1
45d405ca.wav,Clarinet,0,1
45d71502.wav,Laughter,1,1
45da8553.wav,Hi-hat,1,1
45de3233.wav,Clarinet,1,1
45e241c1.wav,Cello,0,1
45e5a952.wav,Flute,1,1
45e63fdd.wav,Saxophone,1,1
45e6e129.wav,Acoustic_guitar,0,1
45ea531e.wav,Cough,0,0
45f3e225.wav,Cough,1,1
4601c0f2.wav,Tearing,0,1
46076458.wav,Meow,1,0
460d7b62.wav,Tearing,0,1
461558c3.wav,Double_bass,0,1
4619c0dd.wav,Gunshot_or_gunfire,0,1
461c6cd1.wav,Tearing,0,1
4629e77b.wav,Meow,0,1
462b676f.wav,Double_bass,1,1
4636fd73.wav,Clarinet,0,1
464c651e.wav,Meow,0,1
465cf6eb.wav,Microwave_oven,0,1
46657625.wav,Flute,0,1
46670055.wav,Snare_drum,0,1
466a45d5.wav,Writing,0,1
46732e56.wav,Microwave_oven,1,1
